test|﻿epilepsy|,padaczka,, epilepsja,|-
test|blister|,bπbel,, pÍcherz,|-
test|swollen|,spuchniÍty,, wezbrany,|-
test|depend upon|,polegaÊ na kimú/czymú,, zaleøeÊ od kogoú/czegoú,|-
test|external |,zewnÍtrzny,, niezaleøny,|-
test|properly |,prawid≥owo,, odpowiednio,|-
test|free weights|wolne ciÍøary|,sztangi,, hantle-,
test|facilities |,zaplecze,, wyposaøenie,|-
test|course|,tor,, pole,|-
test|court|,boisko,, kort,|-
test|pitch|,miotacz,, rzucaÊ pi≥kÍ,|-
test|rink|,lodowisko,, tor,|-
test|mayhem|,chaos,, zamÍt,|-
test|insanity|,ob≥Íd,, szaleÒstwo,|-
test|venue|,miejsce,, lokalizacja,|-
test|manuscript|,manuskrypt,, rÍkopis,|-
test|whodunnit|,krymina≥,, powieúÊ kryminalna,|-
test|arthritis|,reumatyzm,, zapalenie stawÛw,|-
test|epilepsy|,padaczka,, epilepsja,|-
test|perks|,korzyúÊ,, úwiadczenie,|-
test|welfare|,dobro,, zasi≥ek,|-
test|post|,stanowisko,, posada,|-
test|vowel|samog≥oska|-
test|diarrhoea|biegunka|-
test|constipation|zatwardzenie|-
test|pronounce|wymawiaÊ|-
test|stroke|udar|-
test|triple bypass|pomostowanie aortalno-wieÒcowe|-
test|hepatitis|øÛ≥taczka|-
test|sprain|skrÍciÊ|-
test|pneumonia|zapalenie p≥uc|-
test|cough|kaszleÊ|-
test|rheumatism|reumatyzm|-
test|sneeze|kichaÊ|-
test|rash|wysypka|-
test|sore throat|bolπce gard≥o|-
test|temperature|gorπczka|-
test|earache|bÛl ucha|-
test|chest pains |bÛl w klatce piersiowej|-
test|toothache|bÛl zÍba|-
test|My ankle is swollen|Moja kostka jest spuchniÍta|-
test|dizzy|zawroty g≥owy|-
test|shivers|dreszcze|-
test|itch|swÍdzieÊ|-
test|hangover|kac|-
test|hay fever|katar sienny|-
test|bruise|siniak|-
test|indigestion|niestrawnoúÊ|k≥opoty z trawieniem-
test|injection|zastrzyk|-
test|health insurance|ubezpieczenie zdrowotne|-
test|plaster cast|gibs|-
test|to throw up|wymiotowaÊ|-
test|twist|skrÍciÊ|-
test|increasingly|coraz (bardziej lub czÍúciej)|-
test|ground-breaking|prze≥omowy|-
test|accurate|dok≥adny|-
test|air-conditioning|klimatyzacja|-
test|paragliding|paralotniarstwo|-
test|spectator|widz|-
test|net|siatka|-
test|track|bieønia|-
test|pursuit|pogoÒ|-
test|diversion|rozrywka|-
